Song Name,Artist Name,Debut Date,Peak Pos,Peak Weeks,Peak Date,Scraped Band
Are You Ready,AC/DC,03.09.91,16,12 Wks,04.20.91,AC/DC
Meltdown,AC/DC,09.16.00,22,12 Wks,09.30.00,AC/DC
Ballbreaker,AC/DC,03.16.96,25,12 Wks,04.20.96,AC/DC
FLICK OF THE SWITCH,AC/DC,09.03.83,26,12 Wks,09.03.83,AC/DC
That's The Way I Wanna Rock N Roll,AC/DC,04.30.88,28,12 Wks,05.21.88,AC/DC
Big Balls,AC/DC,04.18.81,26,12 Wks,05.02.81,AC/DC
Anything Goes,AC/DC,06.13.09,34,12 Wks,06.20.09,AC/DC
Sink The Pink,AC/DC,08.31.85,44,12 Wks,09.07.85,AC/DC
GUNS FOR HIRE,AC/DC,09.24.83,37,12 Wks,10.08.83,AC/DC
Highway To Hell,AC/DC,10.31.92,29,12 Wks,10.31.92,AC/DC
Shoot To Thrill,AC/DC,04.11.81,60,12 Wks,04.11.81,AC/DC
Rock The Blues Away,AC/DC,06.06.15,40,12 Wks,06.06.15,AC/DC
Hells Bells,AC/DC,03.28.81,50,12 Wks,03.28.81,AC/DC
Outside,Aaron Lewis Of Staind With Fred Durst,12.16.00,1,2 WKS,03.17.01,Aaron-Lewis-with-Fred-Durst
Country Boy,Aaron Lewis Featuring George Jones & Charlie Daniels,01.22.11,23,12 Wks,02.12.11,Aaron-Lewis-with-Fred-Durst
Good Clean Fun,The Allman Brothers Band,07.07.90,1,1 WKS,08.11.90,Allman-Brothers-Band
End Of The Line,The Allman Brothers Band,07.06.91,2,12 Wks,08.10.91,Allman-Brothers-Band
No One To Run With,The Allman Brothers Band,05.07.94,7,12 Wks,06.04.94,Allman-Brothers-Band
Straight From The Heart,The Allman Brothers Band,08.15.81,11,12 Wks,08.22.81,Allman-Brothers-Band
Seven Turns,The Allman Brothers Band,09.15.90,12,12 Wks,10.20.90,Allman-Brothers-Band
It Ain't Over Yet,The Allman Brothers Band,12.22.90,26,12 Wks,01.19.91,Allman-Brothers-Band
Bad Rain,The Allman Brothers Band,09.28.91,42,12 Wks,10.19.91,Allman-Brothers-Band
Firing Line,The Allman Brothers Band,04.12.03,37,12 Wks,05.03.03,Allman-Brothers-Band
Back Where It All Begins,The Allman Brothers Band,09.03.94,29,12 Wks,09.17.94,Allman-Brothers-Band
Statesboro Blues,The Allman Brothers,06.24.89,26,12 Wks,07.08.89,Allman-Brothers-Band
Burnin' For You,Blue Oyster Cult,07.04.81,1,2 WKS,08.22.81,Blue-Ãyster-Cult
TAKE ME AWAY,Blue Oyster Cult,11.26.83,11,12 Wks,12.24.83,Blue-Ãyster-Cult
SHOOTING SHARK,Blue Oyster Cult,12.03.83,16,12 Wks,12.03.83,Blue-Ãyster-Cult
Dancing In The Ruins,Blue Oyster Cult,02.15.86,9,12 Wks,03.08.86,Blue-Ãyster-Cult
Astronomy,Blue Oyster Cult,07.30.88,12,12 Wks,09.10.88,Blue-Ãyster-Cult
Look Out Any Window,Bruce Hornsby & The Range,05.21.88,5,12 Wks,07.09.88,Bruce-Hornsby-and-the-Range
The Way It Is,Bruce Hornsby,09.13.86,3,12 Wks,11.08.86,Bruce-Hornsby-and-the-Range
Across The River,Bruce Hornsby & The Range,06.16.90,1,1 WKS,07.21.90,Bruce-Hornsby-and-the-Range
On The Western Skyline,Bruce Hornsby,11.29.86,6,12 Wks,01.10.87,Bruce-Hornsby-and-the-Range
A Night On The Town,Bruce Hornsby & The Range,08.04.90,4,12 Wks,09.22.90,Bruce-Hornsby-and-the-Range
Every Little Kiss,Bruce Hornsby,06.21.86,18,12 Wks,07.26.86,Bruce-Hornsby-and-the-Range
The Valley Road,Bruce Hornsby & The Range,04.30.88,1,3 WKS,05.14.88,Bruce-Hornsby-and-the-Range
Mandolin Rain,Bruce Hornsby & The Range,01.24.87,2,12 Wks,02.21.87,Bruce-Hornsby-and-the-Range
Defenders Of The Flag,Bruce Hornsby & The Range,05.28.88,11,12 Wks,09.24.88,Bruce-Hornsby-and-the-Range
Set Me In Motion,Bruce Hornsby & The Range,06.01.91,26,12 Wks,06.22.91,Bruce-Hornsby-and-the-Range
Harbor Lights,Bruce Hornsby,04.17.93,38,12 Wks,04.17.93,Bruce-Hornsby-and-the-Range
Fire On The Cross,Bruce Hornsby & The Range,10.27.90,50,12 Wks,10.27.90,Bruce-Hornsby-and-the-Range
I'm No Angel,The Gregg Allman Band,02.14.87,1,1 WKS,03.21.87,Gregg-Allman-Band
Can't Get Over You,Gregg Allman,07.09.88,3,12 Wks,08.06.88,Gregg-Allman-Band
Anything Goes,Gregg Allman,04.18.87,3,12 Wks,05.23.87,Gregg-Allman-Band
Can't Keep Running,Gregg Allman,06.20.87,25,12 Wks,07.25.87,Gregg-Allman-Band
Jacob's Ladder,Huey Lewis & The News,09.06.86,10,12 Wks,10.11.86,Huey-Lewis-and-the-News
I WANT A NEW DRUG,Huey Lewis & The News,10.22.83,7,12 Wks,12.17.83,Huey-Lewis-and-the-News
The Heart Of Rock & Roll,Huey Lewis & The News,03.17.84,5,12 Wks,05.26.84,Huey-Lewis-and-the-News
I Know What I Like,Huey Lewis & The News,09.06.86,25,12 Wks,09.27.86,Huey-Lewis-and-the-News
HEART AND SOUL,Huey Lewis & The News,10.08.83,1,1 WKS,11.05.83,Huey-Lewis-and-the-News
WALKING ON A THIN LINE,Huey Lewis & The News,02.18.84,16,12 Wks,11.10.84,Huey-Lewis-and-the-News
The Power Of Love,Huey Lewis & The News,06.29.85,1,2 WKS,07.20.85,Huey-Lewis-and-the-News
Back In Time,Huey Lewis & The News,07.27.85,3,12 Wks,08.31.85,Huey-Lewis-and-the-News
WORKIN' FOR A LIVIN',Huey Lewis & The News,03.20.82,20,12 Wks,04.03.82,Huey-Lewis-and-the-News
Hip To Be Square,Huey Lewis & The News,09.06.86,1,1 WKS,11.01.86,Huey-Lewis-and-the-News
If This Is It,Huey Lewis & The News,07.28.84,3,12 Wks,09.01.84,Huey-Lewis-and-the-News
Do You Believe In Love,Huey Lewis & The News,02.27.82,12,12 Wks,04.24.82,Huey-Lewis-and-the-News
Trouble In Paradise,Huey Lewis & The News,04.20.85,11,12 Wks,05.11.85,Huey-Lewis-and-the-News
Couple Days Off,Huey Lewis & The News,04.27.91,3,12 Wks,05.25.91,Huey-Lewis-and-the-News
Perfect World,Huey Lewis & The News,07.16.88,5,12 Wks,07.23.88,Huey-Lewis-and-the-News
Small World,Huey Lewis & The News,08.27.88,28,12 Wks,09.24.88,Huey-Lewis-and-the-News
Stuck With You,Huey Lewis & The News,08.02.86,2,12 Wks,08.23.86,Huey-Lewis-and-the-News
Build Me Up,Huey Lewis & The News,07.06.91,27,12 Wks,07.20.91,Huey-Lewis-and-the-News
Whole Lotta Lovin',Huey Lewis,09.13.86,38,12 Wks,09.20.86,Huey-Lewis-and-the-News
Finally Found A Home,Huey Lewis & The News,09.15.84,41,12 Wks,09.15.84,Huey-Lewis-and-the-News
Walking With The Kid,Huey Lewis & The News,08.20.88,47,12 Wks,08.27.88,Huey-Lewis-and-the-News
Shining In The Light,Jimmy Page & Robert Plant,05.30.98,6,12 Wks,07.25.98,Jimmy-Page-&-Robert-Plant
Thank You,Jimmy Page & Robert Plant,12.17.94,8,12 Wks,02.04.95,Jimmy-Page-&-Robert-Plant
Gallows Pole,Jimmy Page & Robert Plant,10.22.94,2,12 Wks,10.29.94,Jimmy-Page-&-Robert-Plant
Most High,Jimmy Page & Robert Plant,04.18.98,1,2 WKS,05.09.98,Jimmy-Page-&-Robert-Plant
What Is And What Should Never Be,Jimmy Page & The Black Crowes,03.18.00,13,12 Wks,04.15.00,Jimmy-Page-&-Robert-Plant
The Only One,Jimmy Page,07.02.88,13,12 Wks,08.20.88,Jimmy-Page-&-Robert-Plant
Prison Blues,Jimmy Page,09.10.88,26,12 Wks,10.08.88,Jimmy-Page-&-Robert-Plant
Wasting My Time,Jimmy Page,06.25.88,4,12 Wks,07.09.88,Jimmy-Page-&-Robert-Plant
Ten Years Gone,Jimmy Page & The Black Crowes,08.05.00,33,12 Wks,09.02.00,Jimmy-Page-&-Robert-Plant
I Love Rock 'N' Roll,Joan Jett & The Blackhearts,12.12.81,1,5 WKS,02.06.82,Joan-Jett
CRIMSON AND CLOVER,Joan Jett & The Blackhearts,02.06.82,6,12 Wks,04.17.82,Joan-Jett
Little Liar,Joan Jett & The Blackhearts,11.05.88,13,12 Wks,12.24.88,Joan-Jett
I Hate Myself For Loving You,Joan Jett & The Blackhearts,05.07.88,20,12 Wks,07.02.88,Joan-Jett
FAKE FRIENDS,Joan Jett & The Blackhearts,07.09.83,18,12 Wks,08.06.83,Joan-Jett
SUMMERTIME BLUES,Joan Jett & The Blackhearts,07.17.82,24,12 Wks,07.31.82,Joan-Jett
Do You Wanna Touch Me (Oh Yeah),Joan Jett & The Blackhearts,03.21.81,21,12 Wks,10.02.82,Joan-Jett
THE FRENCH SONG,Joan Jett & The Blackhearts,08.06.83,30,12 Wks,08.06.83,Joan-Jett
Light Of Day,The Barbusters (Joan Jett And The Blackhearts),02.21.87,13,12 Wks,03.21.87,Joan-Jett
Dirty Deeds,Joan Jett,01.20.90,23,12 Wks,02.17.90,Joan-Jett
Backlash,Joan Jett,09.21.91,40,12 Wks,10.05.91,Joan-Jett
Roadrunner,Joan Jett & The Blackhearts,01.17.87,46,12 Wks,01.17.87,Joan-Jett
Bad Reputation,Joan Jett & The Blackhearts,04.04.81,48,12 Wks,04.04.81,Joan-Jett
Hurts So Good,John Cougar,05.01.82,1,1 WKS,06.19.82,John-Cougar-Mellencamp
Get A Leg Up,John Mellencamp,10.05.91,1,3 WKS,10.19.91,John-Cougar-Mellencamp
Just Another Day,John Mellencamp,11.30.96,13,12 Wks,01.25.97,John-Cougar-Mellencamp
R.O.C.K. In The U.S.A. (A Salute To 60's Rock),John Mellencamp,09.14.85,6,12 Wks,10.19.85,John-Cougar-Mellencamp
Love & Happiness,John Mellencamp,11.02.91,5,12 Wks,01.04.92,John-Cougar-Mellencamp
Now More Than Ever,John Mellencamp,04.04.92,3,12 Wks,06.13.92,John-Cougar-Mellencamp
Cherry Bomb,John Mellencamp,09.05.87,1,1 WKS,11.14.87,John-Cougar-Mellencamp
Rain On The Scarecrow,John Mellencamp,09.21.85,28,12 Wks,11.02.85,John-Cougar-Mellencamp
Again Tonight,John Mellencamp,01.25.92,1,2 WKS,03.07.92,John-Cougar-Mellencamp
Small Town,John Mellencamp,09.14.85,2,12 Wks,11.09.85,John-Cougar-Mellencamp
Human Wheels,John Mellencamp,09.18.93,2,12 Wks,11.06.93,John-Cougar-Mellencamp
Wild Night,John Mellencamp With Me'Shell Ndegeocello,05.28.94,17,12 Wks,07.02.94,John-Cougar-Mellencamp
PINK HOUSES,John Mellencamp,10.29.83,3,12 Wks,01.07.84,John-Cougar-Mellencamp
Crumblin' Down,John Cougar Mellencamp,10.15.83,2,12 Wks,12.03.83,John-Cougar-Mellencamp
Lonely Ol' Night,John Mellencamp,08.17.85,1,5 WKS,09.07.85,John-Cougar-Mellencamp
Your Life Is Now,John Mellencamp,09.19.98,15,12 Wks,10.24.98,John-Cougar-Mellencamp
Key West Intermezzo (I Saw You First),John Mellencamp,08.17.96,10,12 Wks,10.05.96,John-Cougar-Mellencamp
What If I Came Knocking,John Mellencamp,07.24.93,1,2 WKS,08.28.93,John-Cougar-Mellencamp
Without Expression,John Mellencamp,11.29.97,25,12 Wks,01.24.98,John-Cougar-Mellencamp
Justice & Independence,John Mellencamp,11.30.85,28,12 Wks,02.01.86,John-Cougar-Mellencamp
Hard Times For An Honest Man,John Mellencamp,09.05.87,10,12 Wks,10.10.87,John-Cougar-Mellencamp
Check It Out,John Mellencamp,02.06.88,3,12 Wks,03.05.88,John-Cougar-Mellencamp
The Real Life,John Mellencamp,09.12.87,3,12 Wks,01.16.88,John-Cougar-Mellencamp
Minutes To Memories,John Mellencamp,01.18.86,14,12 Wks,02.22.86,John-Cougar-Mellencamp
Paper In Fire,John Mellencamp,08.15.87,1,5 WKS,08.22.87,John-Cougar-Mellencamp
Last Chance,John Mellencamp,07.04.92,12,12 Wks,08.01.92,John-Cougar-Mellencamp
Martha Say,John Mellencamp,05.20.89,8,12 Wks,06.17.89,John-Cougar-Mellencamp
The Authority Song,John Cougar Mellencamp,02.18.84,15,12 Wks,05.12.84,John-Cougar-Mellencamp
Jack & Diane,John Cougar,06.26.82,3,12 Wks,09.11.82,John-Cougar-Mellencamp
Rumbleseat,John Mellencamp,07.05.86,4,12 Wks,07.26.86,John-Cougar-Mellencamp
Rooty Toot Toot,John Mellencamp,05.07.88,7,12 Wks,06.11.88,John-Cougar-Mellencamp
Dance Naked,John Mellencamp,10.15.94,21,12 Wks,11.26.94,John-Cougar-Mellencamp
Let It All Hang Out,John Mellencamp,06.03.89,42,12 Wks,07.01.89,John-Cougar-Mellencamp
Jackie Brown,John Mellencamp,07.08.89,20,12 Wks,08.12.89,John-Cougar-Mellencamp
Pop Singer,John Mellencamp,04.29.89,2,12 Wks,05.06.89,John-Cougar-Mellencamp
Under The Boardwalk,John Mellencamp,02.15.86,19,12 Wks,03.01.86,John-Cougar-Mellencamp
Rave On,John Mellencamp,09.10.88,17,12 Wks,10.08.88,John-Cougar-Mellencamp
Rain On The Scarecrow,John Mellencamp,05.03.86,16,12 Wks,05.24.86,John-Cougar-Mellencamp
Thundering Hearts,John Cougar,09.25.82,36,12 Wks,09.25.82,John-Cougar-Mellencamp
PLAY GUITAR,John Mellencamp,02.04.84,28,12 Wks,02.18.84,John-Cougar-Mellencamp
When Jesus Left Birmingham,John Mellencamp,12.18.93,35,12 Wks,12.25.93,John-Cougar-Mellencamp
Junior,John Mellencamp,02.05.94,35,12 Wks,02.19.94,John-Cougar-Mellencamp
I'm Not Running Anymore,John Mellencamp,02.13.99,37,12 Wks,02.20.99,John-Cougar-Mellencamp
Serious Business,John Cougar Mellencamp,01.28.84,34,12 Wks,01.28.84,John-Cougar-Mellencamp
Peaceful World,John Mellencamp Featuring India.Arie,10.06.01,38,12 Wks,10.20.01,John-Cougar-Mellencamp
Ain't Even Done With The Night,John Cougar,03.21.81,44,12 Wks,03.28.81,John-Cougar-Mellencamp
Blue On Black,The Kenny Wayne Shepherd Band,01.24.98,1,6 WKS,04.18.98,Kenny-Wayne-Shepherd-Band
Slow Ride,The Kenny Wayne Shepherd Band,09.27.97,3,12 Wks,11.08.97,Kenny-Wayne-Shepherd-Band
Deja Voodoo,Kenny Wayne Shepherd,10.28.95,9,12 Wks,12.30.95,Kenny-Wayne-Shepherd-Band
Blue On Black,"Five Finger Death Punch Featuring Kenny Wayne Shepherd, Brantley Gilbert & Brian May",04.13.19,1,5 WKS,06.01.19,Kenny-Wayne-Shepherd-Band
"Somehow, Somewhere, Someway",The Kenny Wayne Shepherd Band,07.18.98,3,12 Wks,09.19.98,Kenny-Wayne-Shepherd-Band
Alive,Kenny Wayne Shepherd,09.04.04,13,12 Wks,11.06.04,Kenny-Wayne-Shepherd-Band
In 2 Deep,The Kenny Wayne Shepherd Band,10.16.99,5,12 Wks,12.04.99,Kenny-Wayne-Shepherd-Band
Was,The Kenny Wayne Shepherd Band,01.29.00,9,12 Wks,03.25.00,Kenny-Wayne-Shepherd-Band
Everything Is Broken,The Kenny Wayne Shepherd Band,11.21.98,10,12 Wks,02.06.99,Kenny-Wayne-Shepherd-Band
Last Goodbye,The Kenny Wayne Shepherd Band,07.29.00,14,12 Wks,09.09.00,Kenny-Wayne-Shepherd-Band
Born With A Broken Heart,Kenny Wayne Shepherd,03.16.96,15,12 Wks,04.27.96,Kenny-Wayne-Shepherd-Band
Never Lookin' Back,The Kenny Wayne Shepherd Band,07.16.11,36,12 Wks,08.20.11,Kenny-Wayne-Shepherd-Band
The Place You're In,Kenny Wayne Shepherd,01.15.05,30,12 Wks,02.19.05,Kenny-Wayne-Shepherd-Band
Aberdeen,Kenny Wayne Shepherd,06.29.96,23,12 Wks,07.27.96,Kenny-Wayne-Shepherd-Band
I Disappear,Metallica,05.06.00,1,7 WKS,06.10.00,metallica
The Unforgiven,Metallica,11.02.91,10,12 Wks,02.01.92,metallica
No Leaf Clover,Metallica,12.04.99,1,7 WKS,01.22.00,metallica
Hero Of The Day,Metallica,09.21.96,1,3 WKS,12.07.96,metallica
King Nothing,Metallica,01.18.97,6,12 Wks,02.22.97,metallica
Until It Sleeps,Metallica,06.01.96,1,8 WKS,06.08.96,metallica
The Unforgiven II,Metallica,12.06.97,2,12 Wks,02.21.98,metallica
Fuel,Metallica,12.20.97,6,12 Wks,06.13.98,metallica
Turn The Page,Metallica,11.21.98,1,11 WKS,11.28.98,metallica
Whiskey In The Jar,Metallica,01.23.99,4,12 Wks,03.06.99,metallica
Cyanide,Metallica,09.27.08,1,2 WKS,04.04.09,metallica
Bleeding Me,Metallica,06.14.97,6,12 Wks,08.02.97,metallica
The Day That Never Comes,Metallica,09.06.08,1,9 WKS,09.20.08,metallica
The Memory Remains,Metallica,11.22.97,3,12 Wks,11.29.97,metallica
72 Seasons,Metallica,04.08.23,1,2 WKS,07.01.23,metallica
Too Far Gone?,Metallica,08.26.23,1,1 WKS,11.04.23,metallica
Master Of Puppets,Metallica,07.16.22,18,12 Wks,08.20.22,metallica
Hardwired,Metallica,09.03.16,1,1 WKS,10.08.16,metallica
Moth Into Flame,Metallica,10.15.16,5,12 Wks,11.05.16,metallica
"Atlas, Rise!",Metallica,11.19.16,1,2 WKS,02.18.17,metallica
Now That We're Dead,Metallica,05.06.17,2,12 Wks,07.08.17,metallica
Spit Out The Bone,Metallica,11.25.17,4,12 Wks,03.03.18,metallica
All Nightmare Long,Metallica,05.23.09,9,12 Wks,07.25.09,metallica
All Within My Hands,Metallica And San Francisco Symphony,07.25.20,1,4 WKS,09.05.20,metallica
Lux Aeterna,Metallica,12.10.22,1,11 WKS,12.17.22,metallica
Enter Sandman,Metallica,08.17.91,10,12 Wks,09.07.91,metallica
Nothing Else Matters,Metallica,03.14.92,11,12 Wks,04.18.92,metallica
Sad But True,Metallica,12.05.92,15,12 Wks,01.16.93,metallica
Ain't My Bitch,Metallica,07.06.96,15,12 Wks,08.24.96,metallica
Better Than You,Metallica,08.01.98,7,12 Wks,09.26.98,metallica
Wherever I May Roam,Metallica,07.11.92,25,12 Wks,08.29.92,metallica
Halo On Fire,Metallica,12.15.18,14,12 Wks,02.09.19,metallica
"Broken, Beat & Scarred",Metallica,10.24.09,15,12 Wks,12.12.09,metallica
"Die, Die My Darling",Metallica,06.05.99,26,12 Wks,07.31.99,metallica
St. Anger,Metallica,06.14.03,2,12 Wks,06.14.03,metallica
Some Kind Of Monster,Metallica,07.17.04,19,12 Wks,08.14.04,metallica
The Unnamed Feeling,Metallica,12.20.03,28,12 Wks,01.17.04,metallica
The Ecstasy Of Gold,Metallica,03.03.07,21,12 Wks,04.14.07,metallica
Frantic,Metallica,08.09.03,21,12 Wks,09.20.03,metallica
Remember Tomorrow,Metallica,08.16.08,32,12 Wks,08.30.08,metallica
One,Metallica,03.11.89,46,12 Wks,03.18.89,metallica
My Apocalypse,Metallica,09.20.08,38,12 Wks,09.20.08,metallica
Screaming Suicide,Metallica,02.18.23,40,12 Wks,02.18.23,metallica
Dead Inside,Nita Strauss & David Draiman,10.30.21,1,3 WKS,01.15.22,nita-strauss
Victorious,Nita Strauss & DOROTHY,07.01.23,16,12 Wks,09.23.23,nita-strauss
Another Rainy Night (Without You),Queensryche,10.05.91,7,12 Wks,01.04.92,Queensrÿche
Sign Of The Times,Queensryche,03.22.97,3,12 Wks,05.17.97,Queensrÿche
Silent Lucidity,Queensryche,01.26.91,1,1 WKS,04.06.91,Queensrÿche
Jet City Woman,Queensryche,05.25.91,6,12 Wks,08.03.91,Queensrÿche
Bridge,Queensryche,12.17.94,6,12 Wks,02.04.95,Queensrÿche
Anybody Listening?,Queensryche,02.15.92,16,12 Wks,03.14.92,Queensrÿche
Real World,Queensryche,06.12.93,3,12 Wks,07.03.93,Queensrÿche
You,Queensryche,07.05.97,11,12 Wks,08.09.97,Queensrÿche
Empire,Queensryche,09.22.90,22,12 Wks,11.03.90,Queensrÿche
Best I Can,Queensryche,12.08.90,28,12 Wks,01.12.91,Queensrÿche
I Am I,Queensryche,10.22.94,8,12 Wks,10.29.94,Queensrÿche
Last Time In Paris,Queensryche,07.14.90,27,12 Wks,08.11.90,Queensrÿche
Breakdown,Queensryche,09.11.99,27,12 Wks,10.09.99,Queensrÿche
I Don't Believe In Love,Queensryche,08.05.89,41,12 Wks,08.19.89,Queensrÿche
Eyes Of A Stranger,Queensryche,05.13.89,35,12 Wks,05.27.89,Queensrÿche
Disconnected,Queensryche,05.06.95,32,12 Wks,05.20.95,Queensrÿche
Open,Queensryche,08.02.03,38,12 Wks,08.02.03,Queensrÿche
Life Is Beautiful,Sixx: A.M.,07.21.07,2,12 Wks,12.15.07,Sixx:A.M.
Lies Of The Beautiful People,Sixx: A.M.,03.12.11,1,2 WKS,07.16.11,Sixx:A.M.
Stars,Sixx: A.M.,11.08.14,6,12 Wks,03.14.15,Sixx:A.M.
This Is Gonna Hurt,Sixx: A.M.,09.03.11,8,12 Wks,12.10.11,Sixx:A.M.
Rise,Sixx: A.M.,03.19.16,3,12 Wks,06.11.16,Sixx:A.M.
We Will Not Go Quietly,Sixx: A.M.,11.19.16,13,12 Wks,03.04.17,Sixx:A.M.
Prayers For The Damned,Sixx: A.M.,08.06.16,12,12 Wks,10.15.16,Sixx:A.M.
Are You With Me Now,Sixx: A.M.,06.16.12,32,12 Wks,09.01.12,Sixx:A.M.
Maybe It's Time,"Sixx:A.M. Presents: Artists For Recovery Featuring Corey Taylor, Joe Elliott, Brantley Gilbert, Ivan Moody, Slash, AWOLNATION & Tommy Vext",09.05.20,12,12 Wks,10.24.20,Sixx:A.M.
Pray For Me,Sixx: A.M.,03.29.08,29,12 Wks,04.26.08,Sixx:A.M.
Gotta Get It Right,Sixx: A.M.,08.23.14,12,12 Wks,10.11.14,Sixx:A.M.
Tomorrow,Sixx: A.M.,10.04.08,33,12 Wks,10.18.08,Sixx:A.M.
ABRACADABRA,The Steve Miller Band,06.05.82,4,12 Wks,08.14.82,Steve-Miller-Band
I Want To Make The World,Steve Miller,11.01.86,1,6 WKS,11.29.86,Steve-Miller-Band
Nobody But You Baby,Steve Miller,12.27.86,9,12 Wks,02.07.87,Steve-Miller-Band
Heart Like A Wheel,The Steve Miller Band,11.14.81,17,12 Wks,12.26.81,Steve-Miller-Band
Wide River,The Steve Miller Band,06.19.93,7,12 Wks,07.24.93,Steve-Miller-Band
Rock It,The Steve Miller Band,07.09.94,24,12 Wks,08.06.94,Steve-Miller-Band
Ya Ya,Steve Miller,09.10.88,10,12 Wks,10.01.88,Steve-Miller-Band
Blue Eyes,The Steve Miller Band,09.18.93,39,12 Wks,09.18.93,Steve-Miller-Band
Interstate Love Song,Stone Temple Pilots,08.20.94,1,15 WKS,09.17.94,stone-temple-pilots
Plush,Stone Temple Pilots,03.20.93,1,1 WKS,06.26.93,stone-temple-pilots
Creep,Stone Temple Pilots,11.13.93,2,12 Wks,02.19.94,stone-temple-pilots
Big Empty,Stone Temple Pilots,04.23.94,3,12 Wks,06.04.94,stone-temple-pilots
Vasoline,Stone Temple Pilots,06.11.94,1,2 WKS,09.03.94,stone-temple-pilots
Lady Picture Show,Stone Temple Pilots,10.26.96,1,1 WKS,01.18.97,stone-temple-pilots
Trippin' On A Hole In A Paper Heart,Stone Temple Pilots,05.11.96,1,4 WKS,07.27.96,stone-temple-pilots
Sour Girl,Stone Temple Pilots,04.22.00,4,12 Wks,07.01.00,stone-temple-pilots
Down,Stone Temple Pilots,10.02.99,5,12 Wks,10.23.99,stone-temple-pilots
Wicked Garden,Stone Temple Pilots,07.31.93,11,12 Wks,10.02.93,stone-temple-pilots
Out Of Time,Stone Temple Pilots With Chester Bennington,06.08.13,1,1 WKS,08.17.13,stone-temple-pilots
Meadow,Stone Temple Pilots,12.02.17,6,12 Wks,02.10.18,stone-temple-pilots
Black Heart,Stone Temple Pilots With Chester Bennington,10.12.13,13,12 Wks,12.28.13,stone-temple-pilots
Between The Lines,Stone Temple Pilots,04.03.10,2,12 Wks,05.01.10,stone-temple-pilots
Roll Me Under,Stone Temple Pilots,04.14.18,16,12 Wks,06.09.18,stone-temple-pilots
Dancing Days,Stone Temple Pilots,03.25.95,3,12 Wks,04.29.95,stone-temple-pilots
Big Bang Baby,Stone Temple Pilots,03.23.96,1,1 WKS,05.04.96,stone-temple-pilots
Unglued,Stone Temple Pilots,12.24.94,8,12 Wks,02.11.95,stone-temple-pilots
All In The Suit That You Wear,Stone Temple Pilots,11.01.03,5,12 Wks,11.22.03,stone-temple-pilots
Tumble In The Rough,Stone Temple Pilots,02.15.97,9,12 Wks,04.19.97,stone-temple-pilots
Take A Load Off,Stone Temple Pilots,07.10.10,23,12 Wks,08.28.10,stone-temple-pilots
Days Of The Week,Stone Temple Pilots,06.16.01,4,12 Wks,07.28.01,stone-temple-pilots
Heaven & Hot Rods,Stone Temple Pilots,01.01.00,17,12 Wks,02.12.00,stone-temple-pilots
Pretty Penny,Stone Temple Pilots,03.18.95,12,12 Wks,04.22.95,stone-temple-pilots
No Way Out,Stone Temple Pilots,10.21.00,17,12 Wks,11.18.00,stone-temple-pilots
Hollywood Bitch,Stone Temple Pilots,09.01.01,25,12 Wks,10.06.01,stone-temple-pilots
Sex Type Thing,Stone Temple Pilots,01.02.93,23,12 Wks,01.23.93,stone-temple-pilots
Fare Thee Well,Stone Temple Pilots,12.28.19,34,12 Wks,02.08.20,stone-temple-pilots
Revolution,Stone Temple Pilots,11.17.01,30,12 Wks,12.01.01,stone-temple-pilots
Break On Through,Stone Temple Pilots,12.23.00,35,12 Wks,12.30.00,stone-temple-pilots
Free Fallin',Tom Petty,05.06.89,1,1 WKS,08.26.89,tom-petty-and-the-heartbreakers
Mary Jane's Last Dance,Tom Petty And The Heartbreakers,11.06.93,1,2 WKS,11.20.93,tom-petty-and-the-heartbreakers
You Wreck Me,Tom Petty,12.10.94,2,12 Wks,02.25.95,tom-petty-and-the-heartbreakers
A Woman In Love (It's Not Me),Tom Petty And The Heartbreakers,05.16.81,5,12 Wks,07.18.81,tom-petty-and-the-heartbreakers
Stop Draggin' My Heart Around,Stevie Nicks With Tom Petty And The Heartbreakers,08.01.81,2,12 Wks,08.29.81,tom-petty-and-the-heartbreakers
The Waiting,Tom Petty And The Heartbreakers,05.02.81,1,6 WKS,05.09.81,tom-petty-and-the-heartbreakers
You Don't Know How It Feels,Tom Petty,11.05.94,1,1 WKS,12.31.94,tom-petty-and-the-heartbreakers
Runnin' Down A Dream,Tom Petty,05.06.89,1,1 WKS,06.24.89,tom-petty-and-the-heartbreakers
Into The Great Wide Open,Tom Petty And The Heartbreakers,09.21.91,4,12 Wks,11.02.91,tom-petty-and-the-heartbreakers
Nightwatchman,Tom Petty And The Heartbreakers,05.23.81,21,12 Wks,06.06.81,tom-petty-and-the-heartbreakers
Out In The Cold,Tom Petty And The Heartbreakers,07.13.91,1,2 WKS,09.07.91,tom-petty-and-the-heartbreakers
Love Is A Long Road,Tom Petty,09.23.89,7,12 Wks,10.28.89,tom-petty-and-the-heartbreakers
Saving Grace,Tom Petty,07.08.06,26,12 Wks,08.12.06,tom-petty-and-the-heartbreakers
Climb That Hill,Tom Petty And The Heartbreakers,10.12.96,6,12 Wks,11.16.96,tom-petty-and-the-heartbreakers
It's Good To Be King,Tom Petty,04.08.95,6,12 Wks,05.20.95,tom-petty-and-the-heartbreakers
YOU GOT LUCKY,Tom Petty And The Heartbreakers,11.13.82,1,3 WKS,12.11.82,tom-petty-and-the-heartbreakers
